species,abundence_cols.Healthy_stool_100_100,abundence_cols.Healthy_stool_100_10,abundence_cols.Healthy_stool_100_1,abundence_cols.Healthy_stool_100_50,abundence_cols.Healthy_stool_10_100,abundence_cols.Healthy_stool_10_10,abundence_cols.Healthy_stool_10_1,abundence_cols.Healthy_stool_10_50
Candidatus Methanomassiliicoccus intestinalis,17,44,14,26,0,0,0,0
methanogenic archaeon ISO4-H5,25,38,0,0,0,0,0,0
Geoglobus acetivorans,11,15,0,0,0,0,0,0
Acidianus manzaensis,15,0,0,0,0,0,0,0
Acidianus sulfidivorans,11,0,0,0,0,0,0,0
Acidianus ambivalens,24,23,0,0,0,0,0,0
Nitrosopumilus piranensis,16,15,0,14,0,0,0,0
Candidatus Nitrosopumilus sediminis,14,0,0,0,0,0,0,0
Nitrosopumilus oxyclinae,11,0,25,14,23,23,0,25
Candidatus Nitrosomarinus catalina,10,0,0,0,0,0,0,0
Candidatus Prometheoarchaeum syntrophicum,22,20,0,21,0,0,0,0
Homo sapiens,5979,5758,8673,5207,3299,4866,7909,4371
Parabacteroides phage YZ-2015b,28,33,17,31,0,0,0,0
Blattabacterium cuenoti,0,28,0,0,0,0,0,0
Rhodothermaceae bacterium RA,0,23,0,13,38,25,18,14
Gemmatimonas aurantiaca,0,16,19,10,0,0,20,0
Clostridium sporogenes,0,355,0,0,0,0,0,0
Caldicellulosiruptor acetigenus,0,43,0,61,0,0,0,0
Thermoanaerobacter wiegelii,0,125,0,117,0,0,0,0
Streptococcus sp. CNU G3,0,35,0,32,0,0,0,0
Ligilactobacillus salivarius,0,58,0,0,0,0,0,0
Lactobacillus paragasseri,0,24,0,0,0,0,0,0
Levilactobacillus zymae,0,11,0,0,0,0,0,0
Enterococcus sp. M190262,0,28,0,0,0,0,0,0
Leuconostoc suionicum,0,16,0,0,0,0,0,0
Aerococcus viridans,0,19,0,0,0,0,0,0
Bacillus sp. N3536,0,47,0,28,0,0,0,0
Geobacillus thermoleovorans,0,108,51,95,0,0,0,0
Geobacillus sp. E263,0,46,0,0,0,0,0,0
Parageobacillus toebii,0,125,0,48,0,0,0,0
Paenibacillus sp. Cedars,0,166,0,88,0,0,0,0
Sporosarcina sp. P37,0,93,0,0,0,0,0,0
Novibacillus thermophilus,0,36,18,22,0,0,0,0
Parascardovia denticolens,0,11,0,0,0,0,0,0
Corynebacterium sp. ATCC 6931,0,27,232,40,43,102,212,121
Corynebacterium sp. 2183,0,12,91,29,66,79,148,65
Corynebacterium efficiens,0,28,0,20,0,0,0,0
Corynebacterium phocae,0,16,11,15,0,0,0,0
Corynebacterium kroppenstedtii,0,16,0,13,0,0,0,0
Corynebacterium rouxii,0,24,0,15,0,0,0,0
Corynebacterium mustelae,0,12,0,0,0,0,0,0
Corynebacterium riegelii,0,12,0,0,0,0,0,0
Corynebacterium atypicum,0,11,0,0,18,13,0,11
Corynebacterium sanguinis,0,16,0,20,86,79,52,35
Corynebacterium lactis,0,10,0,0,0,0,0,0
Corynebacterium argentoratense,0,10,0,0,0,0,0,0
Mycolicibacterium confluentis,0,18,158,26,41,82,126,76
Mycolicibacterium vaccae,0,14,0,0,0,0,0,0
Mycolicibacterium pulveris,0,12,14,13,38,39,22,16
Mycobacterium gordonae,0,14,15,12,42,28,13,11
Mycobacteroides immunogenum,0,29,0,22,0,0,0,0
Mycolicibacter terrae,0,40,33,0,0,0,0,0
Mycolicibacter sinensis,0,11,0,0,0,0,0,0
Rhodococcus sp. X156,0,15,0,0,0,0,0,0
Gordonia sp. KTR9,0,25,28,0,0,0,0,0
Gordonia alkanivorans,0,35,0,0,0,0,0,0
Microbacterium endophyticum,0,21,0,0,0,0,0,0
Aurantimicrobium sp. MWH-Uga1,0,10,0,0,0,0,0,0
Marisediminicola antarctica,0,12,0,0,0,0,0,0
Arthrobacter sp. PGP41,0,23,0,0,0,0,0,0
Arthrobacter alpinus,0,29,0,0,0,0,0,0
Kocuria sp. TGY1127_2,0,82,468,82,83,222,437,199
Pseudarthrobacter sp. NIBRBAC000502770,0,38,0,0,0,0,0,0
Brevibacterium sp. o2,0,23,0,0,0,0,0,0
Ornithinimicrobium sp. H23M54,0,13,130,22,28,70,165,58
Dermacoccus nishinomiyaensis,0,12,0,0,0,0,0,0
Tropheryma whipplei,0,25,13,19,0,0,0,0
Dermatophilus congolensis,0,11,0,0,0,0,0,0
Streptomyces sp. QMT-28,0,50,20,19,0,0,0,0
Streptomyces sp. RPA4-2,0,39,26,0,0,0,30,13
Streptomyces sp. GY16,0,20,0,0,0,0,0,0
Streptomyces sp. 3214.6,0,17,0,0,0,0,0,0
Streptomyces dengpaensis,0,42,345,73,135,170,325,159
Streptomyces davaonensis,0,32,0,28,0,0,0,0
Streptomyces clavuligerus,0,18,0,0,0,0,0,0
Streptomyces cacaoi,0,19,0,0,0,0,0,0
Streptomyces rochei,0,63,0,65,51,39,0,0
Streptomyces glaucescens,0,19,0,0,16,13,0,0
Streptomyces exfoliatus,0,15,0,0,28,0,0,0
Streptomyces aquilus,0,15,0,19,30,19,0,0
Kitasatospora sp. NA04385,0,36,12,26,20,10,0,10
Actinomyces sp. Z16,0,22,0,12,0,0,0,0
Actinomyces qiguomingii,0,18,0,0,22,11,0,17
Arcanobacterium sp. 2701,0,11,0,0,0,0,0,0
Flaviflexus sp. dk850,0,19,98,30,18,51,92,54
Tessaracoccus flavescens,0,23,0,25,0,0,0,0
Acidipropionibacterium virtanenii,0,16,0,0,49,36,21,16
Saccharomonospora xinjiangensis,0,15,0,0,0,0,0,0
Micromonospora coxensis,0,26,17,24,52,26,17,0
Micromonospora purpureochromogenes,0,30,27,50,95,79,43,47
Verrucosispora sp. NA02020,0,13,0,0,0,12,0,0
Streptosporangium roseum,0,12,0,0,0,0,0,0
Thermobifida fusca,0,11,88,20,14,39,77,37
Streptomonospora sp. M2,0,12,0,0,0,0,0,0
Frankia alni,0,14,11,12,33,23,13,10
Actinobacteria bacterium YIM 96077,0,30,288,49,59,155,311,143
Geodermatophilus obscurus,0,10,0,14,31,27,17,13
Synechococcus sp. JA-3-3Ab,0,55,0,0,0,0,0,0
Synechococcus sp. PCC 7003,0,20,0,33,0,0,0,0
Synechococcus sp. RCC307,0,10,0,0,0,0,0,0
Parathermosynechococcus lividus,0,15,0,16,0,0,0,0
Prochlorococcus sp. MIT 0801,0,17,0,0,0,0,0,0
Nostoc sp. PCC 7107,0,13,0,13,0,0,0,0
Nostoc carneum,0,55,0,0,0,0,0,0
Nostoc edaphicum,0,21,0,0,0,0,0,0
Calothrix sp. NIES-3974,0,10,0,0,0,0,0,0
Scytonema sp. NIES-4073,0,21,0,0,0,0,0,0
Halothece sp. PCC 7418,0,14,0,0,0,0,0,0
Candidatus Atelocyanobacterium thalassae,0,10,0,14,0,0,0,17
Phormidium nigroviride,0,12,0,0,0,0,0,0
Cyanothece sp. PCC 7425,0,10,0,0,0,0,0,0
Mesomycoplasma conjunctivae,0,71,24,68,0,0,0,0
Mesomycoplasma bovoculi,0,15,0,0,0,0,0,0
Mycoplasmopsis meleagridis,0,12,0,0,0,0,0,0
Mesomycoplasma ovipneumoniae,0,11,0,0,0,0,0,0
Mycoplasma struthionis,0,10,0,0,0,0,0,0
Candidatus Promineofilum breve,0,18,12,19,36,26,18,13
Tepidiforma bonchosmolovskayae,0,12,15,12,0,0,25,16
Deinococcus sp. AJ005,0,11,0,11,25,10,0,13
Deinococcus ficus,0,11,0,0,0,0,0,0
Thermus oshimai,0,22,0,0,0,0,0,0
Thermobaculum terrenum,0,11,0,0,0,0,0,0
Enterobacter sp. RHB15-C17,0,10,0,0,52,31,30,16
Kosakonia sp. CCTCC M2018092,0,32,0,21,0,0,0,0
Kosakonia oryzae,0,19,0,0,0,0,0,0
Leclercia sp. W17,0,49,18,27,0,0,0,0
Cronobacter dublinensis,0,17,0,20,0,0,0,0
Cronobacter muytjensii,0,45,0,0,0,0,0,0
Enterobacteriaceae bacterium ENNIH1,0,39,0,34,0,0,0,0
Gibbsiella quercinecans,0,11,0,0,0,0,0,0
Serratia surfactantfaciens,0,15,0,0,0,0,0,0
Pantoea sp. CCBC3-3-1,0,34,46,31,13,22,50,21
Candidatus Pantoea carbekii,0,14,0,0,0,0,0,0
Mixta calida,0,20,0,0,0,0,0,0
Pectobacterium wasabiae,0,18,132,25,40,79,142,64
Pectobacterium punjabense,0,13,0,0,0,0,0,0
Edwardsiella hoshinae,0,18,0,12,0,0,0,0
Edwardsiella piscicida,0,41,0,38,0,0,0,0
Pseudomonas sp. NIBRBAC000502773,0,56,516,87,84,307,485,279
Pseudomonas sp. Z003-0.4C(8344-21),0,41,0,22,0,0,0,0
Pseudomonas sp. C27(2019),0,25,0,23,103,66,42,66
Pseudomonas sp. HLS-6,0,19,316,71,82,176,338,157
Pseudomonas sp. DY-1,0,16,163,31,38,99,194,80
Pseudomonas sp. R5-89-07,0,27,17,41,67,65,48,78
Pseudomonas sp. UW4,0,17,0,0,0,0,0,0
Pseudomonas sp. CMR5c,0,23,0,0,0,0,0,0
Pseudomonas mediterranea,0,36,0,14,0,0,0,0
Pseudomonas oryzihabitans,0,14,0,11,0,0,0,0
Pseudomonas kribbensis,0,34,325,61,80,153,373,162
Pseudomonas brassicacearum,0,125,93,0,0,0,0,0
Pseudomonas antarctica,0,27,20,20,0,0,0,0
Pseudomonas pohangensis,0,23,11,26,30,39,17,24
Pseudomonas cremoricolorata,0,19,0,14,0,0,0,0
Pseudomonas silesiensis,0,16,0,0,0,0,0,0
Permianibacter aggregans,0,24,0,17,0,0,0,0
Acinetobacter nosocomialis,0,19,31,20,56,45,55,59
Alteromonas sp. 76-1,0,20,0,0,22,17,0,17
Shewanella maritima,0,10,0,0,0,0,0,0
Pseudoalteromonas translucida,0,35,0,33,0,0,0,0
Colwellia sp. MT41,0,10,22,0,0,0,23,11
Idiomarinaceae bacterium HL-53,0,39,218,37,61,155,334,176
Vibrio sp. Scap24,0,32,11,23,0,0,0,0
Vibrio sp. EJY3,0,33,0,0,0,0,0,0
Vibrio sp. 2521-89,0,27,0,0,0,0,0,0
Vibrio navarrensis,0,38,13,0,0,0,0,0
Vibrio cyclitrophicus,0,25,0,20,0,0,0,0
Candidatus Enterovibrio luxaltus,0,12,0,0,0,0,0,0
Halomonas sp. A3H3,0,100,337,122,124,276,485,242
Halomonas sp. HG01,0,23,14,42,71,48,19,25
Vreelandella titanicae,0,45,356,74,139,261,547,288
Halomonas beimenensis,0,29,378,50,97,174,420,177
Halomonas socia,0,13,0,10,0,0,0,0
Halotalea alkalilenta,0,16,0,10,21,19,14,0
Cobetia sp. L2A1,0,16,99,24,25,80,111,70
Marinobacterium sp. LSUCC0821,0,10,0,12,0,0,0,0
Reinekea forsetii,0,14,0,0,0,0,0,0
[Haemophilus] ducreyi,0,12,0,0,0,0,0,0
Glaesserella sp. 15-184,0,14,0,0,0,0,0,0
Pseudolysobacter antarcticus,0,14,0,10,0,0,0,0
Frateuria aurantia,0,53,385,74,129,232,421,243
Acidihalobacter ferrooxidans,0,22,0,17,0,0,0,0
Thioalkalivibrio nitratireducens,0,39,293,46,100,160,261,108
Wenzhouxiangella marina,0,10,0,11,0,0,0,0
Guyparkeria halophila,0,12,0,0,59,38,15,12
Cycloclasticus zancles,0,39,0,0,0,0,0,0
Methylophaga frappieri,0,11,0,0,0,0,0,0
Thiomicrospira cyclica,0,17,0,0,0,0,0,0
Francisella marina,0,29,0,0,0,0,0,0
Microbulbifer sp. GL-2,0,19,15,37,63,42,23,70
Microbulbifer sp. A4B17,0,13,0,0,0,0,0,0
Microbulbifer aggregans,0,17,0,12,0,0,0,0
Oceanicoccus sagamiensis,0,10,0,0,0,0,0,0
Methylomicrobium sp. wino1,0,28,0,0,12,0,0,0
Burkholderia seminalis,0,27,24,15,98,68,66,130
Burkholderia lata,0,24,18,20,74,48,32,24
Burkholderia sp. MSMB0856,0,31,0,22,16,0,0,0
Burkholderia plantarii,0,16,14,12,75,59,34,25
Paraburkholderia sp. PGU16,0,28,24,21,0,0,0,0
Pandoraea pulmonicola,0,11,0,0,0,0,0,0
Mycoavidus sp. B2-EB,0,13,0,0,0,0,0,0
Variovorax sp. PBS-H4,0,14,128,31,38,96,128,83
Hydrogenophaga sp. BPS33,0,13,0,15,0,0,0,0
Thiomonas intermedia,0,24,0,0,0,0,0,0
Vitreoscilla sp. C1,0,10,0,0,0,0,0,0
Aquitalea sp. USM4,0,11,0,0,53,19,15,13
Nitrosomonas eutropha,0,54,435,90,228,445,908,410
Nitrosomonas stercoris,0,14,13,19,163,77,85,143
Methylovorus sp. MP688,0,46,0,0,0,0,0,0
Myxococcus hansupus,0,14,0,0,25,26,22,15
Desulfurella acetivorans,0,14,0,13,0,0,0,0
Campylobacter geochelonis,0,26,0,0,0,0,0,0
Campylobacter hominis,0,12,0,11,0,0,0,0
Arcobacter sp. LPB0137,0,78,46,80,64,37,37,83
Helicobacter bizzozeronii,0,12,0,0,0,0,0,0
Helicobacter himalayensis,0,11,0,16,29,17,0,16
Sulfurimonas sp. GYSZ_1,0,19,10,13,0,0,0,0
Cetia pacifica,0,11,0,11,0,0,0,0
Rhizobium sp. NIBRBAC000502774,0,50,0,42,0,0,0,0
Rhizobium tropici,0,24,0,19,0,0,0,0
Candidatus Liberibacter africanus,0,11,12,0,0,0,0,0
Shinella sp. HZN7,0,29,0,41,52,59,39,61
Bradyrhizobium sp. ORS 285,0,23,0,42,43,26,61,19
Bradyrhizobium icense,0,13,0,0,0,0,0,0
Bradyrhizobium japonicum,0,16,0,0,0,0,0,0
Bradyrhizobium canariense,0,10,0,0,0,0,0,0
Bosea sp. F3-2,0,35,24,23,49,0,0,0
Bosea sp. RAC05,0,33,0,33,0,0,0,0
Bosea sp. PAMC 26642,0,13,0,17,26,0,0,0
Nitrobacter hamburgensis,0,12,0,10,0,0,0,0
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,0,26,0,24,0,0,0,0
Aminobacter aminovorans,0,12,11,18,46,36,29,31
Bartonella kosoyi,0,44,0,35,0,0,0,0
Devosia sp. MC521,0,20,0,21,0,0,0,0
Devosia sp. A16,0,11,10,13,22,0,0,0
Devosia sp. D6-9,0,12,0,0,0,13,0,10
Blastochloris tepida,0,28,0,0,0,0,0,0
Blastochloris viridis,0,13,19,12,17,28,39,23
Methylobacterium sp. DM1,0,31,62,44,0,0,79,0
Brucella sp. BO3,0,42,0,0,0,0,0,0
Pseudolabrys sp. FHR47,0,13,12,34,49,39,25,38
Methylosinus trichosporium,0,15,0,0,14,0,0,0
Beijerinckiaceae bacterium,0,15,0,0,0,0,0,0
Methylovirgula ligni,0,14,154,24,33,58,154,86
Martelella sp. AD-3,0,43,0,68,26,0,0,0
Paracoccus liaowanqingii,0,23,96,21,25,56,112,69
Pseudogemmobacter blasticus,0,24,0,22,0,0,0,0
Rhodobacter capsulatus,0,12,0,0,0,0,0,0
Ruegeria pomeroyi,0,11,0,0,0,0,0,0
Leisingera aquaemixtae,0,22,15,11,0,0,0,0
Phaeobacter piscinae,0,19,0,0,0,0,0,0
Stappia sp. ES.058,0,28,25,0,0,0,0,0
Oceanicola sp. D3,0,28,0,18,0,0,0,0
Halocynthiibacter arcticus,0,28,0,17,0,0,0,0
Maribius sp. THAF1,0,19,312,62,65,158,292,148
Roseicyclus elongatus,0,12,0,0,0,0,0,0
Hyphomonas sp. CACIAM 19H1,0,28,0,23,0,0,0,0
Sphingomonas sp. KC8,0,25,0,0,0,0,0,0
Sphingomonas sp. HMP6,0,21,200,36,43,85,230,118
Sphingomonas sp. LK11,0,17,0,18,33,36,28,16
Sphingomonas sp. HDW15B,0,14,0,0,0,0,0,0
Sphingomonas sp. MM-1,0,22,122,26,22,62,84,38
Sphingomonas insulae,0,14,0,0,0,0,0,0
Sphingobium sp. EP60837,0,19,15,19,21,17,0,19
Sphingobium sp. RAC03,0,17,20,15,0,10,17,12
Sphingobium sp. YG1,0,29,33,37,0,0,0,0
Erythrobacter sp. HKB08,0,15,0,0,10,0,0,0
Komagataeibacter saccharivorans,0,13,0,0,0,0,0,0
Commensalibacter sp. AMU001,0,59,0,0,0,0,0,0
Swingsia samuiensis,0,14,93,19,18,39,84,38
Kozakia baliensis,0,14,0,0,0,0,0,0
Rickettsia canadensis,0,38,261,54,67,131,300,113
Ehrlichia sennetsu,0,15,0,0,0,0,0,0
Candidatus Pelagibacter sp. HIMB1321,0,10,0,11,0,0,0,0
endosymbiont of Acanthamoeba sp. UWC8,0,10,0,0,0,0,0,0
Pseudobdellovibrio exovorus,0,14,0,0,0,0,0,0
Verrucomicrobia bacterium IMCC26134,0,11,0,0,0,0,0,0
Planctomycetes bacterium FF011L,0,20,0,0,0,0,0,0
Planctomycetes bacterium Enr13,0,20,0,13,34,18,10,19
Planctomycetes bacterium Pan258,0,71,0,0,0,0,0,0
Planctomycetes bacterium Pan265,0,15,72,21,59,62,81,49
Planctomycetes bacterium V6,0,47,0,45,0,0,0,0
Planctomycetes bacterium SV_7m_r,0,11,0,0,0,0,0,0
Planctopirus ephydatiae,0,20,0,13,0,0,0,0
Planctopirus limnophila,0,10,0,0,0,0,0,0
Gemmata sp. SH-PL17,0,21,141,39,53,87,155,84
Gemmataceae bacterium,0,21,12,15,0,0,0,0
Chlamydia sp. S15-834C,0,30,0,12,0,0,0,0
Chlamydia suis,0,12,0,15,0,0,0,0
Simkania negevensis,0,26,198,45,41,102,254,106
Borreliella afzelii,0,20,0,19,0,0,0,0
Borrelia mayonii,0,18,0,0,0,0,0,0
Thermotoga profunda,0,45,0,43,0,0,0,0
Pseudothermotoga hypogea,0,24,0,0,0,0,0,0
Thermanaerovibrio acidaminovorans,0,19,0,0,0,0,0,0
Hydrogenobacter thermophilus,0,10,0,0,0,0,0,0
Candidatus Bipolaricaulis anaerobius,0,20,0,0,0,0,0,0
Candidatus Babela massiliensis,0,13,0,0,0,0,0,0
Leptospirillum ferriphilum,0,17,0,0,0,0,0,0
Methanobacterium congolense,0,15,0,0,0,0,0,0
Methanocaldococcus fervens,0,12,0,14,0,0,0,0
Methanotorris igneus,0,11,0,0,0,0,0,0
Methanosarcina sp. WH1,0,30,0,0,0,0,0,0
Methanohalophilus halophilus,0,12,0,0,0,0,0,0
Methanohalobium evestigatum,0,13,0,0,0,0,0,0
Methanothrix harundinacea,0,10,0,0,0,0,0,0
Methanolacinia petrolearia,0,51,247,66,55,128,296,149
Methanosphaerula palustris,0,10,0,11,0,0,0,0
Haloferax volcanii,0,71,587,97,139,337,584,292
Halostagnicola larsenii,0,24,18,18,0,0,0,0
Thermococcus paralvinellae,0,41,0,13,0,0,0,0
Pyrococcus yayanosii,0,10,0,0,0,0,0,0
Archaeoglobus profundus,0,13,0,11,0,0,0,0
Nitrosopumilus adriaticus,0,20,0,0,0,0,0,0
Candidatus Nitrosotalea devanaterra,0,21,0,0,0,0,0,0
Candidatus Nitrosotenuis sp. DW1,0,12,0,15,0,0,0,0
Candidatus Nitrososphaera evergladensis,0,11,0,0,0,0,0,0
Candidatus Nitrosocosmicus exaquare,0,10,0,0,0,0,0,0
Sulfurisphaera tokodaii,0,27,0,15,0,0,0,0
Caldisphaera lagunensis,0,14,0,0,0,0,0,0
Kayvirus MCE2014,0,15,0,0,0,0,0,0
Yellowstone lake phycodnavirus 2,0,16,0,0,0,0,0,0
Megavirus chiliensis,0,10,0,0,0,0,0,0
Nonlabens sediminis,0,0,94,36,26,53,108,31
Polaribacter sp. KT 15,0,0,33,0,0,25,38,25
Blattabacterium sp. (Blatta orientalis),0,0,40,29,79,39,26,57
Corynebacterium pseudotuberculosis,0,0,15,0,0,0,0,0
Mycobacterium saskatchewanense,0,0,38,30,87,52,44,32
Mycobacterium sp. JS623,0,0,18,0,0,19,30,0
Mycobacterium grossiae,0,0,50,0,0,0,36,0
Mycobacterium paraseoulense,0,0,24,0,0,27,22,17
Pseudarthrobacter sp. YJ56,0,0,40,0,0,0,15,0
Microbacterium chocolatum,0,0,36,0,0,0,61,0
Agromyces sp. MF30-A,0,0,12,0,0,0,13,12
Curtobacterium pusillum,0,0,23,31,64,46,28,34
Streptomyces sp. ADI95-16,0,0,69,62,0,0,40,24
Streptomyces finlayi,0,0,33,0,0,24,32,17
Streptomyces rutgersensis,0,0,41,40,85,60,45,27
Nocardioides sp. HDW12A,0,0,10,18,31,22,0,11
Nocardioides dokdonensis,0,0,11,0,21,15,10,13
Marmoricola scoriae,0,0,13,0,41,26,21,32
Micromonospora sp. 28ISP2-46,0,0,46,0,12,16,26,25
Micromonospora echinaurantiaca,0,0,11,0,0,0,0,0
Micromonospora auratinigra,0,0,11,0,0,0,12,0
Actinoplanes derwentensis,0,0,13,0,0,0,20,15
Actinobacteria bacterium IMCC26077,0,0,25,0,0,16,17,0
Synechococcus sp. CC9311,0,0,44,0,0,0,46,28
Synechococcus sp. WH 8109,0,0,32,0,0,0,38,36
Thermosynechococcus sp. NK55a,0,0,14,0,0,0,0,0
Mycoplasmopsis arginini,0,0,13,0,0,14,0,0
Brevefilum fermentans,0,0,22,0,0,12,19,14
Deinococcus geothermalis,0,0,44,0,0,13,23,19
Candidatus Blochmanniella vafra,0,0,22,18,0,0,19,10
Candidatus Gullanella endobia,0,0,11,0,12,0,12,0
Dickeya poaceiphila,0,0,12,13,0,0,0,0
Pseudomonas sp. B10,0,0,64,20,0,39,79,36
Pseudomonas sp. TMW 2.1634,0,0,223,0,0,0,187,141
Pseudomonas sp. CCOS 191,0,0,19,0,65,35,48,22
Pseudomonas arsenicoxydans,0,0,20,11,26,21,41,18
Pseudomonas oryzihabitans,0,0,14,0,12,0,18,0
Acinetobacter lwoffii,0,0,186,31,38,126,205,105
Psychrobacter sp. P11G3,0,0,66,0,17,25,62,33
Pseudoalteromonas marina,0,0,125,45,32,59,115,53
Pseudoalteromonas ruthenica,0,0,29,0,0,16,22,0
Halomonas sp. N3-2A,0,0,46,0,0,23,37,24
Alcanivorax sp. N3-2A,0,0,11,20,121,83,32,27
Vibrio hyugaensis,0,0,35,0,0,19,34,0
Xanthomonas perforans,0,0,98,78,176,172,208,0
Stenotrophomonas sp. NA06056,0,0,13,0,21,16,13,0
Thermomonas sp. HDW16,0,0,20,0,0,10,21,0
Oceanisphaera profunda,0,0,17,0,0,0,0,0
Chromatiaceae bacterium No.7,0,0,73,24,32,38,69,42
Francisella sp. Scap27,0,0,15,0,0,0,0,0
Microbulbifer sp. YPW1,0,0,18,0,14,0,16,13
Legionella geestiana,0,0,18,0,0,0,18,0
Burkholderia territorii,0,0,19,0,51,37,24,28
Pandoraea oxalativorans,0,0,13,15,46,18,16,19
Vitreoscilla filiformis,0,0,23,0,0,0,28,12
Alysiella filiformis,0,0,23,0,0,0,24,0
Agrobacterium sp. RAC06,0,0,116,44,28,53,86,48
Neorhizobium sp. NCHU2750,0,0,37,0,0,18,22,15
Bradyrhizobium guangdongense,0,0,12,0,13,0,0,0
Ancylobacter sp. TS-1,0,0,16,0,0,0,14,0
Methylocella silvestris,0,0,10,22,60,33,25,19
Bartonella alsatica,0,0,22,0,0,0,0,0
Celeribacter ethanolicus,0,0,17,0,21,0,15,0
Paraoceanicella profunda,0,0,16,0,0,0,0,16
Sphingomonas sp. PAMC26645,0,0,64,0,16,29,58,25
Novosphingobium aromaticivorans,0,0,25,14,43,35,39,23
Sphingopyxis sp. FD7,0,0,22,14,24,18,14,14
Sphingopyxis sp. 113P3,0,0,19,0,0,26,0,18
Brevundimonas sp. GW460-12-10-14-LB2,0,0,318,0,94,176,331,198
Caulobacter rhizosphaerae,0,0,44,16,0,13,48,14
Candidatus Methylacidiphilum infernorum,0,0,25,0,0,11,23,0
Planctomycetes bacterium Pan44,0,0,15,10,0,0,13,0
Planctomycetes bacterium CA51,0,0,36,0,0,0,50,0
Gemmata massiliana,0,0,29,0,0,0,16,12
Borrelia coriaceae,0,0,19,0,0,0,0,0
Turneriella parva,0,0,13,11,0,0,0,0
Leptospirillum ferrooxidans,0,0,31,0,0,0,17,0
Candidatus Endomicrobium trichonymphae,0,0,23,0,12,20,25,18
Elusimicrobium minutum,0,0,22,12,19,26,31,31
Methanobacterium subterraneum,0,0,31,0,0,0,40,28
Methanococcus voltae,0,0,16,0,0,0,15,0
Natrialba magadii,0,0,15,0,0,0,18,0
Thermococcus gammatolerans,0,0,194,12,0,19,29,54
Thermoplasmatales archaeon BRNA1,0,0,28,0,0,0,15,15
Archaeoglobus sulfaticallidus,0,0,17,0,0,0,24,14
Caldivirga maquilingensis,0,0,63,15,12,36,79,29
Candidatus Nitrosopelagicus brevis,0,0,13,0,0,0,14,0
Eponavirus epona,0,0,11,13,11,14,0,21
Streptococcus pseudopneumoniae,0,0,0,13,0,0,0,0
Enterococcus gallinarum,0,0,0,22,0,0,0,0
Anoxybacillus sp. PDR2,0,0,0,61,0,56,0,0
Corynebacterium halotolerans,0,0,0,14,17,0,0,0
Mycolicibacterium fallax,0,0,0,35,92,70,60,73
Mycobacterium sp. PYR15,0,0,0,24,37,36,0,0
Mycobacteroides salmoniphilum,0,0,0,11,0,0,0,0
Microbacterium sediminis,0,0,0,33,59,70,0,0
Brevibacterium sp. YB235,0,0,0,14,24,10,10,0
Janibacter limosus,0,0,0,15,29,17,17,11
Paraoerskovia marina,0,0,0,10,0,0,0,0
Streptomyces hawaiiensis,0,0,0,45,59,41,26,26
Streptomyces bingchenggensis,0,0,0,12,17,18,0,0
Streptomyces scabiei,0,0,0,15,21,20,22,25
Streptomyces tirandamycinicus,0,0,0,14,28,22,0,0
Kitasatospora setae,0,0,0,18,57,42,15,20
Schaalia sp. JY-X169,0,0,0,14,20,15,14,0
Amycolatopsis sp. YIM 10,0,0,0,14,68,24,24,11
Saccharopolyspora sp. ASAGF58,0,0,0,18,22,10,0,0
Actinomadura amylolytica,0,0,0,15,0,0,0,0
Conexibacter woesei,0,0,0,18,21,10,10,0
Nostoc sp. TCL240-02,0,0,0,41,0,0,0,0
Spiroplasma citri,0,0,0,28,0,0,0,0
Pectobacterium versatile,0,0,0,18,0,0,0,0
Pseudomonas sp. R76,0,0,0,34,54,20,28,26
Pseudomonas fragi,0,0,0,37,0,0,0,0
Pseudomonas granadensis,0,0,0,46,112,99,69,26
Acinetobacter guillouiae,0,0,0,11,0,0,0,0
Kangiella koreensis,0,0,0,12,36,22,13,15
Arenimonas daejeonensis,0,0,0,10,0,0,0,0
Francisella persica,0,0,0,10,0,0,0,0
Francisella halioticida,0,0,0,10,0,0,0,0
Sulfurifustis variabilis,0,0,0,11,16,19,0,0
Comamonas aquatica,0,0,0,10,0,0,0,0
Anaeromyxobacter sp. K,0,0,0,18,19,0,0,0
Anaeromyxobacter dehalogenans,0,0,0,18,22,17,12,0
Labilithrix luteola,0,0,0,13,32,17,13,0
Campylobacter insulaenigrae,0,0,0,12,0,0,0,0
Sulfuricurvum kujiense,0,0,0,22,52,30,21,16
Mesorhizobium sp. Pch-S,0,0,0,16,13,15,11,0
Devosia sp. 1566,0,0,0,15,22,14,12,14
Sulfitobacter sp. AM1-D1,0,0,0,21,52,51,23,22
Thalassococcus sp. S3,0,0,0,18,25,20,28,16
Brevirhabdus pacifica,0,0,0,26,72,37,35,28
Sphingomonas paucimobilis,0,0,0,23,34,40,24,17
Altererythrobacter marensis,0,0,0,16,35,10,0,0
Rickettsia bellii,0,0,0,47,0,0,0,0
Haloarcula sp. JP-L23,0,0,0,19,22,22,14,32
Halomicrobium sp. LC1Hm,0,0,0,14,0,0,0,0
Halosimplex pelagicum,0,0,0,13,29,13,0,0
Thermococcus sp. 5-4,0,0,0,53,65,145,197,0
Stygiolobus azoricus,0,0,0,10,0,0,0,0
Staphylothermus marinus,0,0,0,12,0,0,0,0
bovine alphaherpesvirus 1,0,0,0,10,20,20,16,16
